----------Creating Processes----------
Process: P0 	Size: 31 	Arrival Time: 44 	Run Time: 2 
[0:043.2] Process: P56, Page Referenced: 10, Page-in-memory: 2
[0:043.2] Process: P38, Page Referenced: 5, Page-in-memory: 25
[0:043.3] Process: P39, Page Referenced: 3, Page-in-memory: 21
[0:043.3] Process: P149, Page Referenced: 20, Page-in-memory: 87
[0:043.3] Process: P19, Page Referenced: 12, Page-in-memory: 6
[0:043.3] Process: P54, Page Referenced: 5, Page-in-memory: 16
[0:043.3] Process: P106, Page Referenced: 4, Page-in-memory: 26, Process Evicted: 89
[0:043.3] Process: P37, Page Referenced: 2, Page-in-memory: 99
[0:043.3] Process: P56, Page Referenced: 10, Page-in-memory: 2
[0:043.3] Process: P38, Page Referenced: 2, Page-in-memory: 27, Process Evicted: 101
[0:043.4] Process: P39, Page Referenced: 2, Page-in-memory: 28, Process Evicted: 89
[0:043.4] Process: P149, Page Referenced: 15, Page-in-memory: 76
[0:043.4] Process: P19, Page Referenced: 11, Page-in-memory: 15
[0:043.4] Process: P54, Page Referenced: 5, Page-in-memory: 16
[0:043.4] Process: P106, Page Referenced: 4, Page-in-memory: 26
[0:043.4] Process: P37, Page Referenced: 3, Page-in-memory: 29, Process Evicted: 105
[0:043.4] Process: P56, Page Referenced: 10, Page-in-memory: 2
[0:043.4] Process: P38, Page Referenced: 0, Page-in-memory: 0
[0:043.5] Process: P39, Page Referenced: 0, Page-in-memory: 0
[0:043.5] Process: P149, Page Referenced: 16, Page-in-memory: 30, Process Evicted: 89
[0:043.5] Process: P19, Page Referenced: 12, Page-in-memory: 6
[0:043.5] Process: P54, Page Referenced: 0, Page-in-memory: 0
[0:043.5] Process: P106, Page Referenced: 7, Page-in-memory: 31, Process Evicted: 105
[0:043.5] Process: P37, Page Referenced: 3, Page-in-memory: 29
[0:043.5] Process: P56, Page Referenced: 1, Page-in-memory: 19
[0:043.5] Process: P38, Page Referenced: 1, Page-in-memory: 32, Process Evicted: 61
[0:043.6] Process: P39, Page Referenced: 0, Page-in-memory: 0
[0:043.6] Process: P149, Page Referenced: 16, Page-in-memory: 30
[0:043.6] Process: P19, Page Referenced: 13, Page-in-memory: 77
[0:043.6] Process: P54, Page Referenced: 4, Page-in-memory: 64
[0:043.6] Process: P106, Page Referenced: 9, Page-in-memory: 91
[0:043.6] Process: P37, Page Referenced: 2, Page-in-memory: 99
[0:043.6] Process: P56, Page Referenced: 0, Page-in-memory: 0
[0:043.6] Process: P38, Page Referenced: 0, Page-in-memory: 0
[0:043.7] Process: P39, Page Referenced: 0, Page-in-memory: 0
[0:043.7] Process: P149, Page Referenced: 5, Page-in-memory: 33, Process Evicted: 39
[0:043.7] Process: P19, Page Referenced: 12, Page-in-memory: 6
[0:043.7] Process: P54, Page Referenced: 4, Page-in-memory: 64
[0:043.7] Process: P106, Page Referenced: 9, Page-in-memory: 91
[0:043.7] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:043.7] Process: P56, Page Referenced: 5, Page-in-memory: 34, Process Evicted: 66
[0:043.7] Process: P38, Page Referenced: 4, Page-in-memory: 35, Process Evicted: 89
[0:043.8] Process: P39, Page Referenced: 30, Page-in-memory: 43
[0:043.8] Process: P149, Page Referenced: 5, Page-in-memory: 33
[0:043.8] Process: P19, Page Referenced: 11, Page-in-memory: 15
[0:043.8] Process: P54, Page Referenced: 0, Page-in-memory: 0
[0:043.8] Process: P106, Page Referenced: 9, Page-in-memory: 91
[0:043.8] Process: P37, Page Referenced: 4, Page-in-memory: 36, Process Evicted: 39
[0:043.8] Process: P56, Page Referenced: 5, Page-in-memory: 34
[0:043.8] Process: P38, Page Referenced: 3, Page-in-memory: 37, Process Evicted: 66
[0:043.9] Process: P39, Page Referenced: 15, Page-in-memory: 88
[0:043.9] Process: P149, Page Referenced: 10, Page-in-memory: 38, Process Evicted: 149
[0:043.9] Process: P19, Page Referenced: 10, Page-in-memory: 39, Process Evicted: 39
[0:043.9] Process: P54, Page Referenced: 3, Page-in-memory: 78
[0:043.9] Process: P106, Page Referenced: 3, Page-in-memory: 85
[0:043.9] Process: P37, Page Referenced: 8, Page-in-memory: 40, Process Evicted: 66
[0:043.9] Process: P56, Page Referenced: 10, Page-in-memory: 2
[0:043.9] Process: P38, Page Referenced: 4, Page-in-memory: 35
[0:044.0] Process: P39, Page Referenced: 15, Page-in-memory: 88
[0:044.0] Process: P149, Page Referenced: 10, Page-in-memory: 38
[0:044.0] Process: P19, Page Referenced: 4, Page-in-memory: 41, Process Evicted: 149
[0:044.0] Process: P54, Page Referenced: 0, Page-in-memory: 0
[0:044.0] Process: P106, Page Referenced: 2, Page-in-memory: 75
[0:044.0] Process: P37, Page Referenced: 10, Page-in-memory: 42, Process Evicted: 89
[0:044.0] Process: P56, Page Referenced: 0, Page-in-memory: 0
[0:044.0] Process: P38, Page Referenced: 4, Page-in-memory: 35
[0:044.0] Process: P0, Enter, Size: 31, Service Duration: 2
Memory-map: P0P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P39P149P89P105P39P66P39P66P149P149P89P39P149P89P39P149P66P149P19P39P149P54P39P66P54P89P66P149P106P66P149P54P106P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:044.1] Process: P39, Exit, Size: 31, Service Duration: 4
Memory-map: P0P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P39P149P89P105P39P66P39P66P149P149P89P39P149P89P39P149P66P149P19P39P149P54P39P66P54P89P66P149P106P66P149P54P106P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:044.1] Process: P149, Page Referenced: 9, Page-in-memory: 43, Process Evicted: 39
[0:044.1] Process: P19, Exit, Size: 17, Service Duration: 3
Memory-map: P0P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P149P89P105P39P66P39P66P149P149P89P39P149P89P39P149P66P149P19P39P149P54P39P66P54P89P66P149P106P66P149P54P106P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:044.1] Process: P54, Page Referenced: 1, Page-in-memory: 74
[0:044.1] Process: P106, Page Referenced: 1, Page-in-memory: 71
[0:044.1] Process: P37, Page Referenced: 10, Page-in-memory: 42
[0:044.1] Process: P56, Page Referenced: 0, Page-in-memory: 0
[0:044.1] Process: P38, Page Referenced: 4, Page-in-memory: 35
[0:044.1] Process: P0, Page Referenced: 29, Page-in-memory: 44, Process Evicted: 149
[0:044.1] Process: P26, Enter, Size: 5, Service Duration: 3
Memory-map: P26P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P89P105P39P66P39P66P149P149P89P39P149P89P39P149P66P149P19P39P149P54P39P66P54P89P66P149P106P66P149P54P106P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:044.2] Process: P149, Page Referenced: 8, Page-in-memory: 45, Process Evicted: 89
[0:044.2] Process: P54, Page Referenced: 2, Page-in-memory: 67
[0:044.2] Process: P106, Page Referenced: 0, Page-in-memory: 0
[0:044.2] Process: P37, Page Referenced: 11, Page-in-memory: 46, Process Evicted: 105
[0:044.2] Process: P56, Page Referenced: 10, Page-in-memory: 2
[0:044.2] Process: P38, Page Referenced: 5, Page-in-memory: 25
[0:044.2] Process: P0, Page Referenced: 28, Page-in-memory: 47, Process Evicted: 39
[0:044.2] Process: P26, Page Referenced: 4, Page-in-memory: 48, Process Evicted: 66
[0:044.2] Process: P74, Enter, Size: 17, Service Duration: 4
Memory-map: P74P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P39P66P149P149P89P39P149P89P39P149P66P149P19P39P149P54P39P66P54P89P66P149P106P66P149P54P106P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:044.3] Process: P149, Page Referenced: 2, Page-in-memory: 51
[0:044.3] Process: P54, Page Referenced: 1, Page-in-memory: 74
[0:044.3] Process: P106, Page Referenced: 10, Page-in-memory: 98
[0:044.3] Process: P37, Page Referenced: 8, Page-in-memory: 40
[0:044.3] Process: P56, Page Referenced: 10, Page-in-memory: 2
[0:044.3] Process: P38, Page Referenced: 5, Page-in-memory: 25
[0:044.3] Process: P0, Page Referenced: 25, Page-in-memory: 49, Process Evicted: 39
[0:044.3] Process: P26, Page Referenced: 4, Page-in-memory: 48
[0:044.3] Process: P74, Page Referenced: 4, Page-in-memory: 50, Process Evicted: 66
[0:044.4] Process: P149, Page Referenced: 2, Page-in-memory: 51
[0:044.4] Process: P54, Page Referenced: 1, Page-in-memory: 74
[0:044.4] Process: P106, Page Referenced: 7, Page-in-memory: 31
[0:044.4] Process: P37, Page Referenced: 8, Page-in-memory: 40
[0:044.4] Process: P56, Page Referenced: 3, Page-in-memory: 12
[0:044.4] Process: P38, Page Referenced: 1, Page-in-memory: 32
[0:044.4] Process: P0, Page Referenced: 25, Page-in-memory: 49
[0:044.4] Process: P26, Page Referenced: 1, Page-in-memory: 51, Process Evicted: 149
[0:044.4] Process: P74, Page Referenced: 4, Page-in-memory: 50
[0:044.5] Process: P149, Page Referenced: 1, Page-in-memory: 52, Process Evicted: 149
[0:044.5] Process: P54, Page Referenced: 2, Page-in-memory: 67
[0:044.5] Process: P106, Page Referenced: 8, Page-in-memory: 90
[0:044.5] Process: P37, Page Referenced: 7, Page-in-memory: 53, Process Evicted: 89
[0:044.5] Process: P56, Page Referenced: 0, Page-in-memory: 0
[0:044.5] Process: P38, Page Referenced: 0, Page-in-memory: 0
[0:044.5] Process: P0, Page Referenced: 24, Page-in-memory: 54, Process Evicted: 39
[0:044.5] Process: P26, Page Referenced: 1, Page-in-memory: 51
[0:044.5] Process: P74, Page Referenced: 3, Page-in-memory: 55, Process Evicted: 149
[0:044.6] Process: P149, Page Referenced: 11, Page-in-memory: 56, Process Evicted: 89
[0:044.6] Process: P54, Page Referenced: 1, Page-in-memory: 74
[0:044.6] Process: P106, Page Referenced: 9, Page-in-memory: 91
[0:044.6] Process: P37, Page Referenced: 8, Page-in-memory: 40
[0:044.6] Process: P56, Page Referenced: 1, Page-in-memory: 19
[0:044.6] Process: P38, Page Referenced: 6, Page-in-memory: 57, Process Evicted: 39
[0:044.6] Process: P0, Page Referenced: 24, Page-in-memory: 54
[0:044.6] Process: P26, Page Referenced: 1, Page-in-memory: 51
[0:044.6] Process: P74, Page Referenced: 11, Page-in-memory: 58, Process Evicted: 149
[0:044.7] Process: P149, Page Referenced: 5, Page-in-memory: 33
[0:044.7] Process: P54, Page Referenced: 1, Page-in-memory: 74
[0:044.7] Process: P106, Page Referenced: 8, Page-in-memory: 90
[0:044.7] Process: P37, Page Referenced: 10, Page-in-memory: 42
[0:044.7] Process: P56, Page Referenced: 0, Page-in-memory: 0
[0:044.7] Process: P38, Page Referenced: 2, Page-in-memory: 27
[0:044.7] Process: P0, Page Referenced: 25, Page-in-memory: 49
[0:044.7] Process: P26, Page Referenced: 2, Page-in-memory: 59, Process Evicted: 66
[0:044.7] Process: P74, Page Referenced: 16, Page-in-memory: 60, Process Evicted: 149
[0:044.8] Process: P149, Page Referenced: 5, Page-in-memory: 33
[0:044.8] Process: P54, Page Referenced: 1, Page-in-memory: 74
[0:044.8] Process: P106, Page Referenced: 9, Page-in-memory: 91
[0:044.8] Process: P37, Page Referenced: 10, Page-in-memory: 42
[0:044.8] Process: P56, Page Referenced: 9, Page-in-memory: 61, Process Evicted: 19
[0:044.8] Process: P38, Page Referenced: 2, Page-in-memory: 27
[0:044.8] Process: P0, Page Referenced: 24, Page-in-memory: 54
[0:044.8] Process: P26, Page Referenced: 4, Page-in-memory: 48
[0:044.8] Process: P74, Page Referenced: 15, Page-in-memory: 62, Process Evicted: 39
[0:044.9] Process: P149, Page Referenced: 5, Page-in-memory: 33
[0:044.9] Process: P54, Page Referenced: 4, Page-in-memory: 64
[0:044.9] Process: P106, Page Referenced: 6, Page-in-memory: 63, Process Evicted: 149
[0:044.9] Process: P37, Page Referenced: 10, Page-in-memory: 42
[0:044.9] Process: P56, Page Referenced: 8, Page-in-memory: 64, Process Evicted: 54
[0:044.9] Process: P38, Page Referenced: 4, Page-in-memory: 35
[0:044.9] Process: P0, Page Referenced: 25, Page-in-memory: 49
[0:044.9] Process: P26, Page Referenced: 1, Page-in-memory: 51
[0:044.9] Process: P74, Page Referenced: 14, Page-in-memory: 65, Process Evicted: 39
[0:045.0] Process: P149, Page Referenced: 6, Page-in-memory: 66, Process Evicted: 66
[0:045.0] Process: P54, Page Referenced: 1, Page-in-memory: 74
[0:045.0] Process: P106, Page Referenced: 6, Page-in-memory: 63
[0:045.0] Process: P37, Page Referenced: 2, Page-in-memory: 99
[0:045.0] Process: P56, Page Referenced: 7, Page-in-memory: 67, Process Evicted: 54
[0:045.0] Process: P38, Page Referenced: 4, Page-in-memory: 35
[0:045.0] Process: P0, Page Referenced: 28, Page-in-memory: 47
[0:045.0] Process: P26, Page Referenced: 0, Page-in-memory: 0
[0:045.0] Process: P74, Page Referenced: 16, Page-in-memory: 60
[0:045.0] Process: P52, Enter, Size: 11, Service Duration: 2
Memory-map: P52P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P89P66P149P106P66P149P54P106P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:045.1] Process: P149, Page Referenced: 1, Page-in-memory: 52
[0:045.1] Process: P54, Page Referenced: 0, Page-in-memory: 0
[0:045.1] Process: P106, Page Referenced: 7, Page-in-memory: 31
[0:045.1] Process: P37, Exit, Size: 11, Service Duration: 3
Memory-map: P52P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P89P66P149P106P66P149P54P106P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:045.1] Process: P56, Page Referenced: 7, Page-in-memory: 67
[0:045.1] Process: P38, Page Referenced: 3, Page-in-memory: 37
[0:045.1] Process: P0, Page Referenced: 19, Page-in-memory: 68, Process Evicted: 89
[0:045.1] Process: P26, Page Referenced: 3, Page-in-memory: 69, Process Evicted: 66
[0:045.1] Process: P74, Page Referenced: 17, Page-in-memory: 70, Process Evicted: 149
[0:045.1] Process: P52, Page Referenced: 6, Page-in-memory: 71, Process Evicted: 106
[0:045.1] Process: P78, Enter, Size: 31, Service Duration: 4
Memory-map: P78P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P0P26P74P52P66P149P54P106P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:045.2] Process: P149, Page Referenced: 1, Page-in-memory: 52
[0:045.2] Process: P54, Page Referenced: 0, Page-in-memory: 0
[0:045.2] Process: P106, Page Referenced: 2, Page-in-memory: 75
[0:045.2] Process: P56, Page Referenced: 6, Page-in-memory: 72, Process Evicted: 66
[0:045.2] Process: P38, Page Referenced: 2, Page-in-memory: 27
[0:045.2] Process: P0, Page Referenced: 23, Page-in-memory: 73, Process Evicted: 149
[0:045.2] Process: P26, Page Referenced: 1, Page-in-memory: 51
[0:045.2] Process: P74, Page Referenced: 18, Page-in-memory: 74, Process Evicted: 54
[0:045.2] Process: P52, Page Referenced: 6, Page-in-memory: 71
[0:045.2] Process: P78, Page Referenced: 11, Page-in-memory: 75, Process Evicted: 106
[0:045.2] Process: P83, Enter, Size: 11, Service Duration: 5
Memory-map: P83P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P0P26P74P52P56P0P74P78P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:045.3] Process: P149, Exit, Size: 31, Service Duration: 5
Memory-map: P83P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P0P26P74P52P56P0P74P78P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:045.3] Process: P54, Page Referenced: 1, Page-in-memory: 74
[0:045.3] Process: P106, Exit, Size: 11, Service Duration: 4
Memory-map: P83P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P0P26P74P52P56P0P74P78P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:045.3] Process: P56, Exit, Size: 11, Service Duration: 3
Memory-map: P83P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P0P26P74P52P56P0P74P78P149P19P54P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:045.3] Process: P38, Page Referenced: 0, Page-in-memory: 0
[0:045.3] Process: P0, Page Referenced: 24, Page-in-memory: 54
[0:045.3] Process: P26, Page Referenced: 2, Page-in-memory: 59
[0:045.3] Process: P74, Page Referenced: 17, Page-in-memory: 70
[0:045.3] Process: P52, Page Referenced: 9, Page-in-memory: 76, Process Evicted: 149
[0:045.3] Process: P78, Page Referenced: 12, Page-in-memory: 77, Process Evicted: 19
[0:045.3] Process: P83, Page Referenced: 6, Page-in-memory: 78, Process Evicted: 54
[0:045.3] Process: P102, Enter, Size: 11, Service Duration: 2
Memory-map: P102P47P56P106P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P0P26P74P52P56P0P74P78P52P78P83P89P105P149P19P105P19P106P39P149P39P19P106P106P37P39P149P37P47P19P106P37
[0:045.4] Process: P54, Page Referenced: 0, Page-in-memory: 0
[0:045.4] Process: P38, Page Referenced: 0, Page-in-memory: 0
[0:045.4] Process: P0, Page Referenced: 20, Page-in-memory: 79, Process Evicted: 89
[0:045.4] Process: P26, Page Referenced: 0, Page-in-memory: 0
[0:045.4] Process: P74, Page Referenced: 17, Page-in-memory: 70
[0:045.4] Process: P52, Page Referenced: 10, Page-in-memory: 80, Process Evicted: 105
[0:045.4] Process: P78, Page Referenced: 12, Page-in-memory: 77
[0:045.4] Process: P83, Page Referenced: 5, Page-in-memory: 81, Process Evicted: 149
[0:045.4] Process: P102, Page Referenced: 5, Page-in-memory: 82, Process Evicted: 19
[0:045.5] Process: P54, Page Referenced: 3, Page-in-memory: 78
[0:045.5] Process: P38, Page Referenced: 10, Page-in-memory: 83, Process Evicted: 105
[0:045.5] Process: P0, Page Referenced: 19, Page-in-memory: 68
[0:045.5] Process: P26, Page Referenced: 0, Page-in-memory: 0
[0:045.5] Process: P74, Page Referenced: 16, Page-in-memory: 60
[0:045.5] Process: P52, Page Referenced: 11, Page-in-memory: 84, Process Evicted: 19
[0:045.5] Process: P78, Page Referenced: 13, Page-in-memory: 85, Process Evicted: 106
[0:045.5] Process: P83, Page Referenced: 4, Page-in-memory: 86, Process Evicted: 39
[0:045.5] Process: P102, Page Referenced: 6, Page-in-memory: 87, Process Evicted: 149
[0:045.6] Process: P54, Page Referenced: 1, Page-in-memory: 74
[0:045.6] Process: P38, Page Referenced: 11, Page-in-memory: 88, Process Evicted: 39
[0:045.6] Process: P0, Page Referenced: 18, Page-in-memory: 89, Process Evicted: 19
[0:045.6] Process: P26, Page Referenced: 4, Page-in-memory: 48
[0:045.6] Process: P74, Page Referenced: 17, Page-in-memory: 70
[0:045.6] Process: P52, Page Referenced: 12, Page-in-memory: 90, Process Evicted: 106
[0:045.6] Process: P78, Page Referenced: 8, Page-in-memory: 91, Process Evicted: 106
[0:045.6] Process: P83, Page Referenced: 4, Page-in-memory: 86
[0:045.6] Process: P102, Page Referenced: 9, Page-in-memory: 92, Process Evicted: 37
[0:045.7] Process: P54, Page Referenced: 3, Page-in-memory: 78
[0:045.7] Process: P38, Page Referenced: 11, Page-in-memory: 88
[0:045.7] Process: P0, Page Referenced: 18, Page-in-memory: 89
[0:045.7] Process: P26, Page Referenced: 3, Page-in-memory: 69
[0:045.7] Process: P74, Page Referenced: 16, Page-in-memory: 60
[0:045.7] Process: P52, Page Referenced: 11, Page-in-memory: 84
[0:045.7] Process: P78, Page Referenced: 25, Page-in-memory: 93, Process Evicted: 39
[0:045.7] Process: P83, Page Referenced: 0, Page-in-memory: 0
[0:045.7] Process: P102, Page Referenced: 7, Page-in-memory: 94, Process Evicted: 149
[0:045.8] Process: P54, Page Referenced: 2, Page-in-memory: 67
[0:045.8] Process: P38, Page Referenced: 8, Page-in-memory: 95, Process Evicted: 37
[0:045.8] Process: P0, Page Referenced: 19, Page-in-memory: 68
[0:045.8] Process: P26, Page Referenced: 1, Page-in-memory: 51
[0:045.8] Process: P74, Page Referenced: 16, Page-in-memory: 60
[0:045.8] Process: P52, Page Referenced: 12, Page-in-memory: 90
[0:045.8] Process: P78, Page Referenced: 26, Page-in-memory: 96, Process Evicted: 47
[0:045.8] Process: P83, Page Referenced: 5, Page-in-memory: 81
[0:045.8] Process: P102, Page Referenced: 8, Page-in-memory: 97, Process Evicted: 19
[0:045.9] Process: P54, Page Referenced: 1, Page-in-memory: 74
[0:045.9] Process: P38, Page Referenced: 8, Page-in-memory: 95
[0:045.9] Process: P0, Page Referenced: 19, Page-in-memory: 68
[0:045.9] Process: P26, Page Referenced: 4, Page-in-memory: 48
[0:045.9] Process: P74, Page Referenced: 17, Page-in-memory: 70
[0:045.9] Process: P52, Page Referenced: 0, Page-in-memory: 0
[0:045.9] Process: P78, Page Referenced: 27, Page-in-memory: 98, Process Evicted: 106
[0:045.9] Process: P83, Page Referenced: 5, Page-in-memory: 81
[0:045.9] Process: P102, Page Referenced: 10, Page-in-memory: 99, Process Evicted: 37
[0:046.0] Process: P54, Page Referenced: 2, Page-in-memory: 67
[0:046.0] Process: P38, Page Referenced: 7, Page-in-memory: 1, Process Evicted: 47
[0:046.0] Process: P0, Page Referenced: 30, Page-in-memory: 2, Process Evicted: 56
[0:046.0] Process: P26, Page Referenced: 0, Page-in-memory: 0
[0:046.0] Process: P74, Page Referenced: 4, Page-in-memory: 50
[0:046.0] Process: P52, Page Referenced: 10, Page-in-memory: 80
[0:046.0] Process: P78, Page Referenced: 28, Page-in-memory: 3, Process Evicted: 106
[0:046.0] Process: P83, Page Referenced: 6, Page-in-memory: 78
[0:046.0] Process: P102, Page Referenced: 9, Page-in-memory: 92
[0:046.0] Process: P81, Enter, Size: 11, Service Duration: 4
Memory-map: P81P38P0P78P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P0P26P74P52P56P0P74P78P52P78P83P0P52P83P102P38P52P78P83P102P38P0P52P78P102P78P102P38P78P102P78P102
[0:046.1] Process: P54, Page Referenced: 2, Page-in-memory: 67
[0:046.1] Process: P38, Exit, Size: 11, Service Duration: 3
Memory-map: P81P38P0P78P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P0P26P74P52P56P0P74P78P52P78P83P0P52P83P102P38P52P78P83P102P38P0P52P78P102P78P102P38P78P102P78P102
[0:046.1] Process: P0, Exit, Size: 31, Service Duration: 2
Memory-map: P81P38P0P78P56P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P0P26P74P52P56P0P74P78P52P78P83P0P52P83P102P38P52P78P83P102P38P0P52P78P102P78P102P38P78P102P78P102
[0:046.1] Process: P26, Page Referenced: 2, Page-in-memory: 59
[0:046.1] Process: P74, Page Referenced: 4, Page-in-memory: 50
[0:046.1] Process: P52, Page Referenced: 9, Page-in-memory: 76
[0:046.1] Process: P78, Page Referenced: 27, Page-in-memory: 98
[0:046.1] Process: P83, Page Referenced: 5, Page-in-memory: 81
[0:046.1] Process: P102, Page Referenced: 10, Page-in-memory: 99
[0:046.1] Process: P81, Page Referenced: 10, Page-in-memory: 4, Process Evicted: 56
[0:046.2] Process: P54, Exit, Size: 5, Service Duration: 5
Memory-map: P81P38P0P78P81P149P19P106P47P56P89P39P56P39P149P19P54P47P37P56P19P39P19P39P66P38P106P38P39P37P149P106P38P149P56P38P37P38P149P19P37P19P37P149P0P149P37P0P26P0P74P26P149P37P0P74P149P38P74P26P74P56P74P106P56P74P149P56P0P26P74P52P56P0P74P78P52P78P83P0P52P83P102P38P52P78P83P102P38P0P52P78P102P78P102P38P78P102P78P102
[0:046.2] Process: P26, Page Referenced: 2, Page-in-memory: 59
[0:046.2] Process: P74, Page Referenced: 4, Page-in-memory: 50
[0:046.2] Process: P52, Page Referenced: 4, Page-in-memory: 5, Process Evicted: 149
[0:046.2] Process: P78, Page Referenced: 10, Page-in-memory: 6, Process Evicted: 19
[0:046.2] Process: P83, Page Referenced: 10, Page-in-memory: 7, Process Evicted: 106
[0:046.2] Process: P102, Page Referenced: 5, Page-in-memory: 82
[0:046.2] Process: P81, Page Referenced: 9, Page-in-memory: 8, Process Evicted: 47
[0:046.3] Process: P26, Page Referenced: 0, Page-in-memory: 0
[0:046.3] Process: P74, Page Referenced: 2, Page-in-memory: 9, Process Evicted: 56
[0:046.3] Process: P52, Page Referenced: 4, Page-in-memory: 5
[0:046.3] Process: P78, Page Referenced: 15, Page-in-memory: 10, Process Evicted: 89
[0:046.3] Process: P83, Page Referenced: 10, Page-in-memory: 7
[0:046.3] Process: P102, Page Referenced: 4, Page-in-memory: 11, Process Evicted: 39
[0:046.3] Process: P81, Page Referenced: 8, Page-in-memory: 12, Process Evicted: 56
