----------Creating Processes----------
Process: A 	Size: 17 	Arrival Time: 5 	Run Time: 5 
[0:040.2] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:040.2] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:040.2] Process: 6, Exit, Size: 11, Service Duration: 2
Memory-map: vVJdtEB0dtB0JdtzVJBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDtzE2VzV0Jdt
[0:040.2] Process: o, Page Referenced: 1, Page-in-memory: 82
[0:040.2] Process: 1, Page Referenced: 0, Page-in-memory: 0
[0:040.2] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:040.2] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:040.2] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:040.2] Process: o, Page Referenced: 5, Page-in-memory: 89, Process Evicted: t
[0:040.2] Process: 4, Page Referenced: 16, Page-in-memory: 78
[0:040.2] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:040.2] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:040.2] Process: v, Page Referenced: 7, Page-in-memory: 90, Process Evicted: z
[0:040.3] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:040.3] Process: W, Exit, Size: 5, Service Duration: 3
Memory-map: vVJdtEB0dtB0JdtzVJBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovE2VzV0Jdt
[0:040.3] Process: o, Page Referenced: 7, Page-in-memory: 91, Process Evicted: E
[0:040.3] Process: 1, Page Referenced: 1, Page-in-memory: 57
[0:040.3] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:040.3] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:040.3] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:040.3] Process: o, Page Referenced: 10, Page-in-memory: 65
[0:040.3] Process: 4, Exit, Size: 17, Service Duration: 1
Memory-map: vVJdtEB0dtB0JdtzVJBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovo2VzV0Jdt
[0:040.3] Process: H, Page Referenced: 1, Page-in-memory: 75
[0:040.3] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:040.3] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:040.4] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:040.4] Process: o, Page Referenced: 16, Page-in-memory: 45
[0:040.4] Process: 1, Exit, Size: 5, Service Duration: 2
Memory-map: vVJdtEB0dtB0JdtzVJBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovo2VzV0Jdt
[0:040.4] Process: 6, Page Referenced: 1, Page-in-memory: 62
[0:040.4] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:040.4] Process: L, Page Referenced: 16, Page-in-memory: 60
[0:040.4] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:040.4] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:040.4] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:040.4] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:040.5] Process: v, Page Referenced: 1, Page-in-memory: 21
[0:040.5] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:040.5] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:040.5] Process: K, Page Referenced: 1, Page-in-memory: 69
[0:040.5] Process: L, Page Referenced: 1, Page-in-memory: 79
[0:040.5] Process: o, Page Referenced: 10, Page-in-memory: 65
[0:040.5] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:040.5] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:040.5] Process: v, Page Referenced: 1, Page-in-memory: 92, Process Evicted: 2
[0:040.6] Process: v, Page Referenced: 1, Page-in-memory: 21
[0:040.6] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:040.6] Process: 6, Page Referenced: 13, Page-in-memory: 93, Process Evicted: V
[0:040.6] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:040.6] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:040.6] Process: o, Page Referenced: 1, Page-in-memory: 80
[0:040.6] Process: H, Page Referenced: 1, Page-in-memory: 75
[0:040.6] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:040.6] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:040.7] Process: v, Page Referenced: 1, Page-in-memory: 21
[0:040.7] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:040.7] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:040.7] Process: K, Page Referenced: 30, Page-in-memory: 87
[0:040.7] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:040.7] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:040.7] Process: H, Page Referenced: 30, Page-in-memory: 70
[0:040.7] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:040.7] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:040.8] Process: v, Page Referenced: 1, Page-in-memory: 21
[0:040.8] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:040.8] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:040.8] Process: K, Page Referenced: 1, Page-in-memory: 69
[0:040.8] Process: L, Page Referenced: 16, Page-in-memory: 60
[0:040.8] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:040.8] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:040.8] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:040.8] Process: v, Page Referenced: 1, Page-in-memory: 92
[0:040.9] Process: v, Page Referenced: 13, Page-in-memory: 94, Process Evicted: z
[0:040.9] Process: o, Page Referenced: 16, Page-in-memory: 45
[0:040.9] Process: 6, Page Referenced: 16, Page-in-memory: 58
[0:040.9] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:040.9] Process: L, Page Referenced: 16, Page-in-memory: 60
[0:040.9] Process: o, Page Referenced: 10, Page-in-memory: 65
[0:040.9] Process: H, Page Referenced: 18, Page-in-memory: 95, Process Evicted: V
[0:040.9] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:040.9] Process: v, Page Referenced: 7, Page-in-memory: 90
[0:041.0] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.0] Process: o, Page Referenced: 13, Page-in-memory: 96, Process Evicted: 0
[0:041.0] Process: 6, Page Referenced: 16, Page-in-memory: 58
[0:041.0] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:041.0] Process: L, Page Referenced: 1, Page-in-memory: 79
[0:041.0] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.0] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:041.0] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:041.0] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.0] Process: x, Enter, Size: 17, Service Duration: 4
Memory-map: xVJdtEB0dtB0JdtzVJBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoJdt
[0:041.1] Process: v, Page Referenced: 1, Page-in-memory: 21
[0:041.1] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.1] Process: 6, Page Referenced: 16, Page-in-memory: 58
[0:041.1] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:041.1] Process: L, Exit, Size: 17, Service Duration: 2
Memory-map: xVJdtEB0dtB0JdtzVJBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoJdt
[0:041.1] Process: o, Page Referenced: 1, Page-in-memory: 80
[0:041.1] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:041.1] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:041.1] Process: v, Page Referenced: 1, Page-in-memory: 92
[0:041.1] Process: x, Page Referenced: 16, Page-in-memory: 97, Process Evicted: J
[0:041.1] Process: N, Enter, Size: 5, Service Duration: 3
Memory-map: NVJdtEB0dtB0JdtzVJBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxdt
[0:041.2] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.2] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.2] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:041.2] Process: K, Page Referenced: 30, Page-in-memory: 87
[0:041.2] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.2] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:041.2] Process: D, Page Referenced: 1, Page-in-memory: 98, Process Evicted: d
[0:041.2] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.2] Process: x, Page Referenced: 1, Page-in-memory: 99, Process Evicted: t
[0:041.2] Process: N, Page Referenced: 1, Page-in-memory: 1, Process Evicted: V
[0:041.2] Process: Y, Enter, Size: 31, Service Duration: 1
Memory-map: YNJdtEB0dtB0JdtzVJBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:041.3] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.3] Process: o, Page Referenced: 16, Page-in-memory: 45
[0:041.3] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:041.3] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:041.3] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.3] Process: H, Page Referenced: 30, Page-in-memory: 70
[0:041.3] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:041.3] Process: v, Page Referenced: 10, Page-in-memory: 2, Process Evicted: J
[0:041.3] Process: x, Page Referenced: 8, Page-in-memory: 3, Process Evicted: d
[0:041.3] Process: N, Page Referenced: 1, Page-in-memory: 1
[0:041.3] Process: Y, Page Referenced: 1, Page-in-memory: 4, Process Evicted: t
[0:041.4] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.4] Process: o, Page Referenced: 1, Page-in-memory: 82
[0:041.4] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:041.4] Process: K, Page Referenced: 21, Page-in-memory: 59
[0:041.4] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.4] Process: H, Page Referenced: 30, Page-in-memory: 70
[0:041.4] Process: D, Page Referenced: 2, Page-in-memory: 5, Process Evicted: E
[0:041.4] Process: v, Page Referenced: 1, Page-in-memory: 92
[0:041.4] Process: x, Page Referenced: 1, Page-in-memory: 99
[0:041.4] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:041.4] Process: Y, Page Referenced: 4, Page-in-memory: 6, Process Evicted: B
[0:041.5] Process: v, Page Referenced: 6, Page-in-memory: 86
[0:041.5] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.5] Process: 6, Exit, Size: 17, Service Duration: 3
Memory-map: YNvxYDY0dtB0JdtzVJBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:041.5] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:041.5] Process: o, Page Referenced: 3, Page-in-memory: 7, Process Evicted: 0
[0:041.5] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:041.5] Process: D, Page Referenced: 1, Page-in-memory: 98
[0:041.5] Process: v, Page Referenced: 10, Page-in-memory: 2
[0:041.5] Process: x, Page Referenced: 1, Page-in-memory: 99
[0:041.5] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:041.5] Process: Y, Page Referenced: 0, Page-in-memory: 0
[0:041.6] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.6] Process: o, Page Referenced: 16, Page-in-memory: 45
[0:041.6] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:041.6] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.6] Process: H, Page Referenced: 1, Page-in-memory: 75
[0:041.6] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:041.6] Process: v, Page Referenced: 1, Page-in-memory: 92
[0:041.6] Process: x, Page Referenced: 7, Page-in-memory: 8, Process Evicted: d
[0:041.6] Process: N, Page Referenced: 1, Page-in-memory: 1
[0:041.6] Process: Y, Page Referenced: 1, Page-in-memory: 4
[0:041.7] Process: v, Page Referenced: 8, Page-in-memory: 9, Process Evicted: t
[0:041.7] Process: o, Page Referenced: 10, Page-in-memory: 10, Process Evicted: B
[0:041.7] Process: K, Page Referenced: 1, Page-in-memory: 69
[0:041.7] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.7] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:041.7] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:041.7] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.7] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:041.7] Process: N, Page Referenced: 4, Page-in-memory: 11, Process Evicted: 0
[0:041.7] Process: Y, Page Referenced: 1, Page-in-memory: 4
[0:041.8] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.8] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.8] Process: K, Page Referenced: 30, Page-in-memory: 87
[0:041.8] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.8] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:041.8] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:041.8] Process: v, Page Referenced: 10, Page-in-memory: 2
[0:041.8] Process: x, Page Referenced: 1, Page-in-memory: 99
[0:041.8] Process: N, Page Referenced: 1, Page-in-memory: 1
[0:041.8] Process: Y, Page Referenced: 29, Page-in-memory: 12, Process Evicted: J
[0:041.9] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.9] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.9] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:041.9] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:041.9] Process: H, Page Referenced: 30, Page-in-memory: 70
[0:041.9] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:041.9] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:041.9] Process: x, Page Referenced: 16, Page-in-memory: 97
[0:041.9] Process: N, Page Referenced: 4, Page-in-memory: 11
[0:041.9] Process: Y, Page Referenced: 0, Page-in-memory: 0
[0:042.0] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:042.0] Process: o, Page Referenced: 9, Page-in-memory: 13, Process Evicted: d
[0:042.0] Process: K, Page Referenced: 18, Page-in-memory: 14, Process Evicted: t
[0:042.0] Process: o, Page Referenced: 4, Page-in-memory: 15, Process Evicted: z
[0:042.0] Process: H, Page Referenced: 21, Page-in-memory: 16, Process Evicted: V
[0:042.0] Process: D, Page Referenced: 1, Page-in-memory: 98
[0:042.0] Process: v, Page Referenced: 1, Page-in-memory: 92
[0:042.0] Process: x, Page Referenced: 8, Page-in-memory: 3
[0:042.0] Process: N, Page Referenced: 4, Page-in-memory: 11
[0:042.0] Process: Y, Page Referenced: 30, Page-in-memory: 17, Process Evicted: J
[0:042.0] Process: Z, Enter, Size: 5, Service Duration: 2
Memory-map: ZNvxYDYoxvoNYoKoHYBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:042.1] Process: v, Exit, Size: 17, Service Duration: 5
Memory-map: ZNvxYDYoxvoNYoKoHYBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:042.1] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:042.1] Process: K, Page Referenced: 1, Page-in-memory: 69
[0:042.1] Process: o, Page Referenced: 1, Page-in-memory: 80
[0:042.1] Process: H, Page Referenced: 0, Page-in-memory: 0
[0:042.1] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:042.1] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:042.1] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:042.1] Process: N, Page Referenced: 4, Page-in-memory: 11
[0:042.1] Process: Y, Page Referenced: 1, Page-in-memory: 4
[0:042.1] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:042.1] Process: W, Enter, Size: 11, Service Duration: 4
Memory-map: WNvxYDYoxvoNYoKoHYBLBvdSS2SWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:042.2] Process: o, Page Referenced: 6, Page-in-memory: 18, Process Evicted: B
[0:042.2] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:042.2] Process: o, Page Referenced: 1, Page-in-memory: 80
[0:042.2] Process: H, Page Referenced: 10, Page-in-memory: 19, Process Evicted: L
[0:042.2] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:042.2] Process: v, Page Referenced: 6, Page-in-memory: 20, Process Evicted: B
[0:042.2] Process: x, Page Referenced: 15, Page-in-memory: 21, Process Evicted: v
[0:042.2] Process: N, Page Referenced: 3, Page-in-memory: 22, Process Evicted: d
[0:042.2] Process: Y, Page Referenced: 14, Page-in-memory: 23, Process Evicted: S
[0:042.2] Process: Z, Page Referenced: 4, Page-in-memory: 24, Process Evicted: S
[0:042.2] Process: W, Page Referenced: 1, Page-in-memory: 25, Process Evicted: 2
[0:042.2] Process: s, Enter, Size: 17, Service Duration: 5
Memory-map: sNvxYDYoxvoNYoKoHYoHvxNYZWSWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:042.3] Process: o, Page Referenced: 1, Page-in-memory: 82
[0:042.3] Process: K, Page Referenced: 30, Page-in-memory: 87
[0:042.3] Process: o, Page Referenced: 10, Page-in-memory: 65
[0:042.3] Process: H, Page Referenced: 1, Page-in-memory: 75
[0:042.3] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:042.3] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:042.3] Process: x, Page Referenced: 1, Page-in-memory: 99
[0:042.3] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:042.3] Process: Y, Exit, Size: 31, Service Duration: 1
Memory-map: sNvxYDYoxvoNYoKoHYoHvxNYZWSWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:042.3] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:042.3] Process: W, Page Referenced: 1, Page-in-memory: 25
[0:042.3] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:042.4] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:042.4] Process: K, Page Referenced: 28, Page-in-memory: 26, Process Evicted: S
[0:042.4] Process: o, Page Referenced: 10, Page-in-memory: 65
[0:042.4] Process: H, Exit, Size: 31, Service Duration: 3
Memory-map: sNvxYDYoxvoNYoKoHYoHvxNYZWKWVvSWJvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:042.4] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:042.4] Process: v, Page Referenced: 2, Page-in-memory: 27, Process Evicted: W
[0:042.4] Process: x, Page Referenced: 6, Page-in-memory: 28, Process Evicted: V
[0:042.4] Process: N, Page Referenced: 4, Page-in-memory: 11
[0:042.4] Process: Z, Page Referenced: 1, Page-in-memory: 29, Process Evicted: v
[0:042.4] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:042.4] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:042.5] Process: o, Page Referenced: 1, Page-in-memory: 82
[0:042.5] Process: K, Page Referenced: 0, Page-in-memory: 0
[0:042.5] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:042.5] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:042.5] Process: v, Page Referenced: 10, Page-in-memory: 2
[0:042.5] Process: x, Page Referenced: 2, Page-in-memory: 30, Process Evicted: S
[0:042.5] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:042.5] Process: Z, Page Referenced: 2, Page-in-memory: 31, Process Evicted: W
[0:042.5] Process: W, Page Referenced: 10, Page-in-memory: 32, Process Evicted: J
[0:042.5] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:042.6] Process: o, Page Referenced: 16, Page-in-memory: 45
[0:042.6] Process: K, Exit, Size: 31, Service Duration: 4
Memory-map: sNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWvSV2WJLSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:042.6] Process: o, Page Referenced: 10, Page-in-memory: 65
[0:042.6] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:042.6] Process: v, Page Referenced: 10, Page-in-memory: 2
[0:042.6] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:042.6] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:042.6] Process: Z, Page Referenced: 4, Page-in-memory: 24
[0:042.6] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:042.6] Process: s, Page Referenced: 1, Page-in-memory: 33, Process Evicted: v
[0:042.7] Process: o, Page Referenced: 1, Page-in-memory: 82
[0:042.7] Process: o, Page Referenced: 7, Page-in-memory: 34, Process Evicted: S
[0:042.7] Process: D, Page Referenced: 1, Page-in-memory: 98
[0:042.7] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:042.7] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:042.7] Process: N, Page Referenced: 1, Page-in-memory: 1
[0:042.7] Process: Z, Page Referenced: 3, Page-in-memory: 35, Process Evicted: V
[0:042.7] Process: W, Page Referenced: 6, Page-in-memory: 36, Process Evicted: 2
[0:042.7] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:042.8] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:042.8] Process: o, Page Referenced: 7, Page-in-memory: 34
[0:042.8] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:042.8] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:042.8] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:042.8] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:042.8] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:042.8] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:042.8] Process: s, Page Referenced: 0, Page-in-memory: 0
[0:042.9] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:042.9] Process: o, Page Referenced: 9, Page-in-memory: 37, Process Evicted: W
[0:042.9] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:042.9] Process: v, Page Referenced: 10, Page-in-memory: 2
[0:042.9] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:042.9] Process: N, Page Referenced: 1, Page-in-memory: 1
[0:042.9] Process: Z, Page Referenced: 4, Page-in-memory: 24
[0:042.9] Process: W, Page Referenced: 1, Page-in-memory: 25
[0:042.9] Process: s, Page Referenced: 7, Page-in-memory: 38, Process Evicted: J
[0:043.0] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:043.0] Process: o, Page Referenced: 10, Page-in-memory: 65
[0:043.0] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:043.0] Process: v, Page Referenced: 1, Page-in-memory: 92
[0:043.0] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:043.0] Process: N, Page Referenced: 4, Page-in-memory: 11
[0:043.0] Process: Z, Page Referenced: 1, Page-in-memory: 29
[0:043.0] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:043.0] Process: s, Page Referenced: 16, Page-in-memory: 39, Process Evicted: L
[0:043.0] Process: k, Enter, Size: 11, Service Duration: 4
Memory-map: kNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossSCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:043.1] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:043.1] Process: o, Page Referenced: 10, Page-in-memory: 65
[0:043.1] Process: D, Page Referenced: 2, Page-in-memory: 5
[0:043.1] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:043.1] Process: x, Page Referenced: 0, Page-in-memory: 0
[0:043.1] Process: N, Page Referenced: 4, Page-in-memory: 11
[0:043.1] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:043.1] Process: W, Page Referenced: 10, Page-in-memory: 32
[0:043.1] Process: s, Page Referenced: 16, Page-in-memory: 39
[0:043.1] Process: k, Page Referenced: 10, Page-in-memory: 40, Process Evicted: S
[0:043.1] Process: N, Enter, Size: 17, Service Duration: 1
Memory-map: NNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWosskCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:043.2] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:043.2] Process: o, Page Referenced: 4, Page-in-memory: 15
[0:043.2] Process: D, Page Referenced: 4, Page-in-memory: 88
[0:043.2] Process: v, Exit, Size: 11, Service Duration: 3
Memory-map: NNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWosskCV66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:043.2] Process: x, Page Referenced: 1, Page-in-memory: 99
[0:043.2] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:043.2] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:043.2] Process: W, Page Referenced: 1, Page-in-memory: 25
[0:043.2] Process: s, Page Referenced: 12, Page-in-memory: 41, Process Evicted: C
[0:043.2] Process: k, Page Referenced: 10, Page-in-memory: 40
[0:043.2] Process: N, Page Referenced: 1, Page-in-memory: 42, Process Evicted: V
[0:043.2] Process: x, Enter, Size: 17, Service Duration: 5
Memory-map: xNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksN66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:043.3] Process: o, Exit, Size: 17, Service Duration: 5
Memory-map: xNvxYDYoxvoNYoKoHYoHvxNYZWKvxZxZWsoZWossksN66oV6CdC61KdKo16KL26L6o46oKH6oK4H614Lo4ooK4vKDovov6vHoxDx
[0:043.3] Process: o, Page Referenced: 0, Page-in-memory: 0
[0:043.3] Process: D, Page Referenced: 1, Page-in-memory: 98
[0:043.3] Process: x, Page Referenced: 16, Page-in-memory: 97
[0:043.3] Process: N, Page Referenced: 4, Page-in-memory: 11
[0:043.3] Process: Z, Page Referenced: 4, Page-in-memory: 24
[0:043.3] Process: W, Page Referenced: 10, Page-in-memory: 32
[0:043.3] Process: s, Page Referenced: 1, Page-in-memory: 33
[0:043.3] Process: k, Page Referenced: 1, Page-in-memory: 43, Process Evicted: 6
[0:043.3] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:043.3] Process: x, Page Referenced: 16, Page-in-memory: 44, Process Evicted: 6
[0:043.4] Process: o, Page Referenced: 2, Page-in-memory: 45, Process Evicted: o
[0:043.4] Process: D, Page Referenced: 0, Page-in-memory: 0
[0:043.4] Process: x, Page Referenced: 16, Page-in-memory: 97
[0:043.4] Process: N, Page Referenced: 0, Page-in-memory: 0
[0:043.4] Process: Z, Page Referenced: 0, Page-in-memory: 0
[0:043.4] Process: W, Page Referenced: 1, Page-in-memory: 25
[0:043.4] Process: s, Page Referenced: 11, Page-in-memory: 46, Process Evicted: V
[0:043.4] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:043.4] Process: N, Page Referenced: 16, Page-in-memory: 47, Process Evicted: 6
